ruler,config,block_id,chapter_id,side,role,term_ids,form,start,end,surface,credited,context
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,94,109,random variable,true," of casting a die, we introduced the notion of a *random variable*. A [[random variable]] can be pretty much any quantity and is not deterministic. It could ta"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,256,271,random variable,true,"value among a set of possibilities in a random experiment.
Consider a [[random variable]] $X$ whose value is in the sample space $\mathcal{S} = \{1, 2, 3, 4, 5"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,534,549,random variable,true,"5\})$ or $P(X = 5)$.
By $P(X = a)$, we make a distinction between the [[random variable]] $X$ and the values (e.g., $a$) that $X$ can take.
However, such pedan"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,751,766,random variable,true,"on one hand, we can just denote $P(X)$ as the *distribution* over the [[random variable]] $X$:
the distribution tells us the probability that $X$ takes any val"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,919,934,random variable,true,"her hand,
we can simply write $P(a)$ to denote the probability that a [[random variable]] takes the value $a$.
Since an event in probability theory is a set of"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,1076,1091,random variable,true,"utcomes from the sample space,
we can specify a range of values for a [[random variable]] to take.
For example, $P(1 \leq X \leq 3)$ denotes the probability of"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:random variable,random variable,1308,1323,random variable,true,"quivalently, $P(1 \leq X \leq 3)$ represents the probability that the [[random variable]] $X$ can take a value from $\{1, 2, 3\}$."
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:deterministic,deterministic,153,166,deterministic,true,riable*. A random variable can be pretty much any quantity and is not [[deterministic]]. It could take one value among a set of possibilities in a random exp
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:set,set,200,203,set,true,"ny quantity and is not deterministic. It could take one value among a [[set]] of possibilities in a random experiment.
Consider a random variable $"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:set,set,998,1001,set,true,"riable takes the value $a$.
Since an event in probability theory is a [[set]] of outcomes from the sample space,
we can specify a range of values f"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:sample space,sample space,298,310,sample space,true,"ndom experiment.
Consider a random variable $X$ whose value is in the [[sample space]] $\mathcal{S} = \{1, 2, 3, 4, 5, 6\}$ of rolling a die. We can denote "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:sample space,sample space,1023,1035,sample space,true,"$.
Since an event in probability theory is a set of outcomes from the [[sample space]],
we can specify a range of values for a random variable to take.
For "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:event,event,384,389,event,true,"athcal{S} = \{1, 2, 3, 4, 5, 6\}$ of rolling a die. We can denote the [[event]] ""seeing a $5$"" as $\{X = 5\}$ or $X = 5$, and its probability as $P(\"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:event,event,965,970,event,true," the probability that a random variable takes the value $a$.
Since an [[event]] in probability theory is a set of outcomes from the sample space,
we "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:event,event,1166,1171,event,true,"ake.
For example, $P(1 \leq X \leq 3)$ denotes the probability of the [[event]] $\{1 \leq X \leq 3\}$,
which means $\{X = 1, 2, \text{or}, 3\}$. Equi"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:probability,probability,440,451,probability,true,"an denote the event ""seeing a $5$"" as $\{X = 5\}$ or $X = 5$, and its [[probability]] as $P(\{X = 5\})$ or $P(X = 5)$.
By $P(X = a)$, we make a distinction"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:probability,probability,802,813,probability,true,"ribution* over the random variable $X$:
the distribution tells us the [[probability]] that $X$ takes any value.
On the other hand,
we can simply write $P(a"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:probability,probability,900,911,probability,true,"ny value.
On the other hand,
we can simply write $P(a)$ to denote the [[probability]] that a random variable takes the value $a$.
Since an event in probabi"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:probability,probability,1147,1158,probability,true,"andom variable to take.
For example, $P(1 \leq X \leq 3)$ denotes the [[probability]] of the event $\{1 \leq X \leq 3\}$,
which means $\{X = 1, 2, \text{or"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:probability,probability,1287,1298,probability,true,"2, \text{or}, 3\}$. Equivalently, $P(1 \leq X \leq 3)$ represents the [[probability]] that the random variable $X$ can take a value from $\{1, 2, 3\}$."
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:distribution,distribution,728,740,distribution,true,"or a compact notation,
on one hand, we can just denote $P(X)$ as the *[[distribution]]* over the random variable $X$:
the distribution tells us the probabil"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:distribution,distribution,776,788,distribution,true,"denote $P(X)$ as the *distribution* over the random variable $X$:
the [[distribution]] tells us the probability that $X$ takes any value.
On the other hand,"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:probability theory,probability theory,974,992,probability theory,true,"ability that a random variable takes the value $a$.
Since an event in [[probability theory]] is a set of outcomes from the sample space,
we can specify a range of"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,source,denominator,registry:example,example,1105,1112,example,true,",
we can specify a range of values for a random variable to take.
For [[example]], $P(1 \leq X \leq 3)$ denotes the probability of the event $\{1 \leq "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random experiment,phép thử ngẫu nhiên,6,25,phép thử ngẫu nhiên,true,"Trong [[phép thử ngẫu nhiên]] gieo xúc xắc của chúng ta, ta đã giới thiệu khái niệm *biến ngẫu nhiê"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,81,96,biến ngẫu nhiên,true,"thử ngẫu nhiên gieo xúc xắc của chúng ta, ta đã giới thiệu khái niệm *[[biến ngẫu nhiên]]*. Một biến ngẫu nhiên có thể gần như là bất kỳ đại lượng nào và không"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,103,118,biến ngẫu nhiên,true,"c xắc của chúng ta, ta đã giới thiệu khái niệm *biến ngẫu nhiên*. Một [[biến ngẫu nhiên]] có thể gần như là bất kỳ đại lượng nào và không mang tính xác định. N"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,shadow,registry:zero,không,161,166,không,false,nhiên*. Một biến ngẫu nhiên có thể gần như là bất kỳ đại lượng nào và [[không]] mang tính xác định. Nó có thể nhận một giá trị trong một tập các khả 
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:deterministic,xác định,177,185,xác định,true, ngẫu nhiên có thể gần như là bất kỳ đại lượng nào và không mang tính [[xác định]]. Nó có thể nhận một giá trị trong một tập các khả năng của một phép t
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:set,tập,224,227,tập,true,nào và không mang tính xác định. Nó có thể nhận một giá trị trong một [[tập]] các khả năng của một phép thử ngẫu nhiên. Xét một biến ngẫu nhiên $X$
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,278,293,biến ngẫu nhiên,true,"á trị trong một tập các khả năng của một phép thử ngẫu nhiên. Xét một [[biến ngẫu nhiên]] $X$ có giá trị trong không gian mẫu $\mathcal{S} = \{1, 2, 3, 4, 5, 6"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:sample space,không gian mẫu,315,329,không gian mẫu,true,"một phép thử ngẫu nhiên. Xét một biến ngẫu nhiên $X$ có giá trị trong [[không gian mẫu]] $\mathcal{S} = \{1, 2, 3, 4, 5, 6\}$ của việc gieo xúc xắc. Ta có thể"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:event,biến cố,408,415,biến cố,true,"l{S} = \{1, 2, 3, 4, 5, 6\}$ của việc gieo xúc xắc. Ta có thể ký hiệu [[biến cố]] “ra mặt $5$” là $\{X = 5\}$ hoặc $X = 5$, và xác suất của nó là $P(\{"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:probability,xác suất,461,469,xác suất,true,"a có thể ký hiệu biến cố “ra mặt $5$” là $\{X = 5\}$ hoặc $X = 5$, và [[xác suất]] của nó là $P(\{X = 5\})$ hoặc $P(X = 5)$. Bằng $P(X = a)$, ta phân bi"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,542,557,biến ngẫu nhiên,true,"a nó là $P(\{X = 5\})$ hoặc $P(X = 5)$. Bằng $P(X = a)$, ta phân biệt [[biến ngẫu nhiên]] $X$ với các giá trị (ví dụ, $a$) mà $X$ có thể nhận. Tuy nhiên, sự cầ"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:example,ví dụ,579,584,ví dụ,true,"$. Bằng $P(X = a)$, ta phân biệt biến ngẫu nhiên $X$ với các giá trị ([[ví dụ]], $a$) mà $X$ có thể nhận. Tuy nhiên, sự cầu kỳ như vậy dẫn đến ký hiệ"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:distribution,phân phối,731,740,phân phối,true,"rà. Để có ký hiệu gọn hơn, một mặt, ta có thể chỉ viết $P(X)$ như là *[[phân phối]]* của biến ngẫu nhiên $X$: phân phối cho ta biết xác suất để $X$ nhận "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,746,761,biến ngẫu nhiên,true,"ệu gọn hơn, một mặt, ta có thể chỉ viết $P(X)$ như là *phân phối* của [[biến ngẫu nhiên]] $X$: phân phối cho ta biết xác suất để $X$ nhận bất kỳ giá trị nào. M"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:distribution,phân phối,767,776,phân phối,true,"ta có thể chỉ viết $P(X)$ như là *phân phối* của biến ngẫu nhiên $X$: [[phân phối]] cho ta biết xác suất để $X$ nhận bất kỳ giá trị nào. Mặt khác, ta có "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:probability,xác suất,789,797,xác suất,true,"X)$ như là *phân phối* của biến ngẫu nhiên $X$: phân phối cho ta biết [[xác suất]] để $X$ nhận bất kỳ giá trị nào. Mặt khác, ta có thể đơn giản viết $P("
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,896,911,biến ngẫu nhiên,true,"ào. Mặt khác, ta có thể đơn giản viết $P(a)$ để chỉ xác suất rằng một [[biến ngẫu nhiên]] nhận giá trị $a$. Vì một biến cố trong lý thuyết xác suất là một tập "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:event,biến cố,937,944,biến cố,true,"a)$ để chỉ xác suất rằng một biến ngẫu nhiên nhận giá trị $a$. Vì một [[biến cố]] trong lý thuyết xác suất là một tập các kết quả từ không gian mẫu, ta"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:probability theory,lý thuyết xác suất,951,969,lý thuyết xác suất,true," suất rằng một biến ngẫu nhiên nhận giá trị $a$. Vì một biến cố trong [[lý thuyết xác suất]] là một tập các kết quả từ không gian mẫu, ta có thể chỉ định một phạm"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:set,tập,977,980,tập,true,"hiên nhận giá trị $a$. Vì một biến cố trong lý thuyết xác suất là một [[tập]] các kết quả từ không gian mẫu, ta có thể chỉ định một phạm vi giá trị"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,shadow,registry:outcome | registry:output | registry:outputs,kết quả,985,992,kết quả,false,"n giá trị $a$. Vì một biến cố trong lý thuyết xác suất là một tập các [[kết quả]] từ không gian mẫu, ta có thể chỉ định một phạm vi giá trị mà một biến"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:sample space,không gian mẫu,996,1010,không gian mẫu,true,"a$. Vì một biến cố trong lý thuyết xác suất là một tập các kết quả từ [[không gian mẫu]], ta có thể chỉ định một phạm vi giá trị mà một biến ngẫu nhiên có thể"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,1058,1073,biến ngẫu nhiên,true," quả từ không gian mẫu, ta có thể chỉ định một phạm vi giá trị mà một [[biến ngẫu nhiên]] có thể nhận. Ví dụ, $P(1 \leq X \leq 3)$ biểu thị xác suất của biến c"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:example,ví dụ,1087,1092,Ví dụ,false," thể chỉ định một phạm vi giá trị mà một biến ngẫu nhiên có thể nhận. [[Ví dụ]], $P(1 \leq X \leq 3)$ biểu thị xác suất của biến cố $\{1 \leq X \leq "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:probability,xác suất,1124,1132,xác suất,true,"một biến ngẫu nhiên có thể nhận. Ví dụ, $P(1 \leq X \leq 3)$ biểu thị [[xác suất]] của biến cố $\{1 \leq X \leq 3\}$, nghĩa là $\{X = 1, 2, \text{hoặc},"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:event,biến cố,1137,1144,biến cố,true," nhiên có thể nhận. Ví dụ, $P(1 \leq X \leq 3)$ biểu thị xác suất của [[biến cố]] $\{1 \leq X \leq 3\}$, nghĩa là $\{X = 1, 2, \text{hoặc}, 3\}$. Tương"
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:probability,xác suất,1252,1260,xác suất,true,"= 1, 2, \text{hoặc}, 3\}$. Tương đương, $P(1 \leq X \leq 3)$ biểu thị [[xác suất]] rằng biến ngẫu nhiên $X$ có thể nhận một giá trị từ $\{1, 2, 3\}$. "
registry,S1,d2l_preliminaries_probability_b041,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,1266,1281,biến ngẫu nhiên,true,"hoặc}, 3\}$. Tương đương, $P(1 \leq X \leq 3)$ biểu thị xác suất rằng [[biến ngẫu nhiên]] $X$ có thể nhận một giá trị từ $\{1, 2, 3\}$. "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:discrete,discrete,48,56,discrete,true,"Note that there is a subtle difference between *[[discrete]]* random variables, like the sides of a die, and *continuous* ones, li"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:discrete,discrete,1094,1102,discrete,true," probability.
In the rest of this section, we consider probability in [[discrete]] space.
For probability over continuous random variables, you may refe"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:random variables,random variables,58,74,random variables,true,"Note that there is a subtle difference between *discrete* [[random variables]], like the sides of a die, and *continuous* ones, like the weight and "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:random variables,random variables,1142,1158,random variables,true,"nsider probability in discrete space.
For probability over continuous [[random variables]], you may refer to :numref:`sec_random_variables`."
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:continuous,continuous,106,116,continuous,true,"ce between *discrete* random variables, like the sides of a die, and *[[continuous]]* ones, like the weight and the height of a person. There is little po"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:continuous,continuous,1131,1141,continuous,true,"tion, we consider probability in discrete space.
For probability over [[continuous]] random variables, you may refer to :numref:`sec_random_variables`."
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:ones,ones,118,122,ones,true,"discrete* random variables, like the sides of a die, and *continuous* [[ones]], like the weight and the height of a person. There is little point in"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:weight,weight,133,139,weight,true,"m variables, like the sides of a die, and *continuous* ones, like the [[weight]] and the height of a person. There is little point in asking whether t"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:height,height,148,154,height,true,"ke the sides of a die, and *continuous* ones, like the weight and the [[height]] of a person. There is little point in asking whether two people have "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:height,height,241,247,height,true,re is little point in asking whether two people have exactly the same [[height]]. If we take precise enough measurements you will find that no two peo
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:height,height,355,361,height,true,"ts you will find that no two people on the planet have the exact same [[height]]. In fact, if we take a fine enough measurement, you will not have the"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:height,height,437,443,height,true,"act, if we take a fine enough measurement, you will not have the same [[height]] when you wake up and when you go to sleep. So there is no purpose in "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:height,height,736,742,height,true,"irtually 0. It makes more sense in this case to ask whether someone's [[height]] falls into a given interval, say between 1.79 and 1.81 meters. In the"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:height,height,888,894,height,true,"es we quantify the likelihood that we see a value as a *density*. The [[height]] of exactly 1.80 meters has no probability, but nonzero density. In th"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:measurements,measurements,275,287,measurements,true,er two people have exactly the same height. If we take precise enough [[measurements]] you will find that no two people on the planet have the exact same he
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:probability,probability,530,541,probability,true," and when you go to sleep. So there is no purpose in asking about the [[probability]]
that someone is 1.80139278291028719210196740527486202 meters tall. Gi"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:probability,probability,650,661,probability,true,196740527486202 meters tall. Given the world population of humans the [[probability]] is virtually 0. It makes more sense in this case to ask whether someo
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:probability,probability,925,936,probability,true," see a value as a *density*. The height of exactly 1.80 meters has no [[probability]], but nonzero density. In the interval between any two different heigh"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:probability,probability,1025,1036,probability,true,"ty. In the interval between any two different heights we have nonzero [[probability]].
In the rest of this section, we consider probability in discrete spa"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:probability,probability,1079,1090,probability,true,"we have nonzero probability.
In the rest of this section, we consider [[probability]] in discrete space.
For probability over continuous random variables, "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:probability,probability,1114,1125,probability,true," rest of this section, we consider probability in discrete space.
For [[probability]] over continuous random variables, you may refer to :numref:`sec_rando"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:likelihood,likelihood,837,847,likelihood,true,"val, say between 1.79 and 1.81 meters. In these cases we quantify the [[likelihood]] that we see a value as a *density*. The height of exactly 1.80 meters"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:density,density,874,881,density,true,". In these cases we quantify the likelihood that we see a value as a *[[density]]*. The height of exactly 1.80 meters has no probability, but nonzero d"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,source,denominator,registry:density,density,950,957,density,true,"y*. The height of exactly 1.80 meters has no probability, but nonzero [[density]]. In the interval between any two different heights we have nonzero pr"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:random variables,biến ngẫu nhiên,45,60,biến ngẫu nhiên,true,"Lưu ý rằng có một khác biệt tinh tế giữa các [[biến ngẫu nhiên]] *rời rạc*, như các mặt của một con xúc xắc, và các biến *liên tục*, n"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:discrete,rời rạc,62,69,rời rạc,true,"Lưu ý rằng có một khác biệt tinh tế giữa các biến ngẫu nhiên *[[rời rạc]]*, như các mặt của một con xúc xắc, và các biến *liên tục*, như cân nặ"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:variable | registry:variables,biến,112,116,biến,false,"ác biến ngẫu nhiên *rời rạc*, như các mặt của một con xúc xắc, và các [[biến]] *liên tục*, như cân nặng và chiều cao của một người. Hầu như không có"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:continuous,liên tục,118,126,liên tục,true,"n ngẫu nhiên *rời rạc*, như các mặt của một con xúc xắc, và các biến *[[liên tục]]*, như cân nặng và chiều cao của một người. Hầu như không có ích gì kh"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:weights,cân nặng,133,141,cân nặng,false,"ời rạc*, như các mặt của một con xúc xắc, và các biến *liên tục*, như [[cân nặng]] và chiều cao của một người. Hầu như không có ích gì khi hỏi liệu hai "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,145,154,chiều cao,true," các mặt của một con xúc xắc, và các biến *liên tục*, như cân nặng và [[chiều cao]] của một người. Hầu như không có ích gì khi hỏi liệu hai người có chín"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,178,183,không,false,"các biến *liên tục*, như cân nặng và chiều cao của một người. Hầu như [[không]] có ích gì khi hỏi liệu hai người có chính xác cùng chiều cao hay khôn"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:accuracy,chính xác,220,229,chính xác,false," cao của một người. Hầu như không có ích gì khi hỏi liệu hai người có [[chính xác]] cùng chiều cao hay không. Nếu chúng ta đo đủ chính xác, bạn sẽ thấy r"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,235,244,chiều cao,true,"ười. Hầu như không có ích gì khi hỏi liệu hai người có chính xác cùng [[chiều cao]] hay không. Nếu chúng ta đo đủ chính xác, bạn sẽ thấy rằng không có ha"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,249,254,không,false,"hông có ích gì khi hỏi liệu hai người có chính xác cùng chiều cao hay [[không]]. Nếu chúng ta đo đủ chính xác, bạn sẽ thấy rằng không có hai người nà"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:accuracy,chính xác,275,284,chính xác,false,"u hai người có chính xác cùng chiều cao hay không. Nếu chúng ta đo đủ [[chính xác]], bạn sẽ thấy rằng không có hai người nào trên hành tinh có đúng cùng "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,303,308,không,false,"g chiều cao hay không. Nếu chúng ta đo đủ chính xác, bạn sẽ thấy rằng [[không]] có hai người nào trên hành tinh có đúng cùng một chiều cao. Thực ra, "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,358,367,chiều cao,true,"n sẽ thấy rằng không có hai người nào trên hành tinh có đúng cùng một [[chiều cao]]. Thực ra, nếu chúng ta đo đủ tinh, bạn sẽ không có cùng chiều cao khi"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,410,415,không,false," có đúng cùng một chiều cao. Thực ra, nếu chúng ta đo đủ tinh, bạn sẽ [[không]] có cùng chiều cao khi thức dậy và khi đi ngủ. Vì vậy, không có mục đí"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,424,433,chiều cao,true,"một chiều cao. Thực ra, nếu chúng ta đo đủ tinh, bạn sẽ không có cùng [[chiều cao]] khi thức dậy và khi đi ngủ. Vì vậy, không có mục đích gì khi hỏi về x"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,470,475,không,false,"h, bạn sẽ không có cùng chiều cao khi thức dậy và khi đi ngủ. Vì vậy, [[không]] có mục đích gì khi hỏi về xác suất rằng ai đó cao 1.80139278291028719"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:probability,xác suất,502,510,xác suất,true,"o khi thức dậy và khi đi ngủ. Vì vậy, không có mục đích gì khi hỏi về [[xác suất]] rằng ai đó cao 1.80139278291028719210196740527486202 mét. Xét dân số "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:ai,AI,516,518,ai,false," và khi đi ngủ. Vì vậy, không có mục đích gì khi hỏi về xác suất rằng [[ai]] đó cao 1.80139278291028719210196740527486202 mét. Xét dân số loài ngư"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:probability,xác suất,606,614,xác suất,true,"291028719210196740527486202 mét. Xét dân số loài người trên thế giới, [[xác suất]] này hầu như bằng 0. Trong trường hợp này, hợp lý hơn là hỏi liệu chiề"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero | registry:zeros,0,632,633,0,false,"2 mét. Xét dân số loài người trên thế giới, xác suất này hầu như bằng [[0]]. Trong trường hợp này, hợp lý hơn là hỏi liệu chiều cao của ai đó có "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:likelihood,hợp lý,657,663,hợp lý,true,"ười trên thế giới, xác suất này hầu như bằng 0. Trong trường hợp này, [[hợp lý]] hơn là hỏi liệu chiều cao của ai đó có nằm trong một khoảng cho trước"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,680,689,chiều cao,true,"suất này hầu như bằng 0. Trong trường hợp này, hợp lý hơn là hỏi liệu [[chiều cao]] của ai đó có nằm trong một khoảng cho trước hay không, chẳng hạn giữa"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:ai,AI,694,696,ai,false,"hư bằng 0. Trong trường hợp này, hợp lý hơn là hỏi liệu chiều cao của [[ai]] đó có nằm trong một khoảng cho trước hay không, chẳng hạn giữa 1.79 v"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,738,743,không,false,"là hỏi liệu chiều cao của ai đó có nằm trong một khoảng cho trước hay [[không]], chẳng hạn giữa 1.79 và 1.81 mét. Trong những trường hợp này, ta định"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:observation | registry:observations,quan sát,829,837,quan sát,false," 1.79 và 1.81 mét. Trong những trường hợp này, ta định lượng khả năng [[quan sát]] thấy một giá trị bằng một *mật độ*. Chiều cao chính xác 1.80 mét khôn"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:density,mật độ,865,871,mật độ,true,"g hợp này, ta định lượng khả năng quan sát thấy một giá trị bằng một *[[mật độ]]*. Chiều cao chính xác 1.80 mét không có xác suất, nhưng có mật độ khá"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,874,883,Chiều cao,true,", ta định lượng khả năng quan sát thấy một giá trị bằng một *mật độ*. [[Chiều cao]] chính xác 1.80 mét không có xác suất, nhưng có mật độ khác 0. Trong k"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:accuracy,chính xác,884,893,chính xác,false,"lượng khả năng quan sát thấy một giá trị bằng một *mật độ*. Chiều cao [[chính xác]] 1.80 mét không có xác suất, nhưng có mật độ khác 0. Trong khoảng giữa"
